Id,listed price,last sold price,diffrence between prices
57282,1295000.0,,1295000
57283,1088000.0,,1088000
57284,369000.0,,369000
57285,576990.0,396500.0,180490
57286,368000.0,296000.0,72000
57287,539444.0,470000.0,69444
57288,650000.0,,650000
57289,669900.0,597000.0,72900
57290,2995000.0,,2995000
57291,1260000.0,851000.0,409000
57292,549000.0,,549000
57293,229900.0,,229900
57294,267500.0,128000.0,139500
57295,485000.0,128000.0,357000
57296,550000.0,383000.0,167000
57297,336000.0,,336000
57298,599000.0,275000.0,324000
57299,698800.0,388000.0,310800
57300,599999.0,495500.0,104499
57301,600000.0,,600000
57302,990000.0,,990000
57303,343400.0,35000.0,308400
57304,139000.0,,139000
57305,900000.0,,900000
57306,219500.0,,219500
57307,629900.0,,629900
57308,520000.0,,520000
57309,2995000.0,,2995000
57310,150000.0,,150000
57311,431900.0,404100.0,27800
57312,189000.0,,189000
57313,667803.0,,667803
57314,249000.0,267500.0,-18500
57315,975000.0,900000.0,75000
57316,3450000.0,650000.0,2800000
57317,285000.0,,285000
57318,379900.0,,379900
57319,445000.0,124000.0,321000
57320,559000.0,484000.0,75000
57321,394999.0,,394999
57322,1399000.0,1400000.0,-1000
57323,219900.0,,219900
57324,1595000.0,,1595000
57325,785000.0,365000.0,420000
57326,509900.0,475000.0,34900
57327,585000.0,380000.0,205000
57328,429900.0,397500.0,32400
57329,3995000.0,2750000.0,1245000
57330,758000.0,640000.0,118000
57331,995000.0,483000.0,512000
57332,915000.0,450000.0,465000
57333,585000.0,254000.0,331000
57334,495000.0,339000.0,156000
57335,2899000.0,650000.0,2249000
57336,589000.0,,589000
57337,829900.0,595000.0,234900
57338,774999.0,210000.0,564999
57339,1845000.0,,1845000
57340,525000.0,,525000
57341,204000.0,,204000
57342,415000.0,,415000
57343,925000.0,406000.0,519000
57344,1100000.0,,1100000
57345,849000.0,,849000
57346,899000.0,,899000
57347,145000.0,7500.0,137500
57348,375000.0,319000.0,56000
57349,285000.0,,285000
57350,640000.0,,640000
57351,1799000.0,1020000.0,779000
57352,1700000.0,950000.0,750000
57353,549800.0,,549800
57354,759000.0,500000.0,259000
57355,431100.0,431500.0,-400
57356,1295000.0,1150000.0,145000
57357,635000.0,372000.0,263000
57358,199950.0,120500.0,79450
57359,1790000.0,1595000.0,195000
57360,330000.0,,330000
57361,375000.0,210000.0,165000
57362,815000.0,400000.0,415000
57363,1399000.0,1400000.0,-1000
57364,1300000.0,,1300000
57365,305000.0,,305000
57366,385000.0,,385000
57367,975000.0,,975000
57368,429000.0,,429000
57369,420000.0,21500.0,398500
57370,549000.0,,549000
57371,1075000.0,905000.0,170000
57372,490000.0,289000.0,201000
57373,300000.0,,300000
57374,1795000.0,990000.0,805000
57375,575000.0,137000.0,438000
57376,738000.0,180000.0,558000
57377,3988888.0,2875000.0,1113888
57378,678000.0,,678000
57379,510000.0,,510000
57380,359900.0,265500.0,94400
57381,1175000.0,,1175000
57382,495000.0,163000.0,332000
57383,630000.0,,630000
57384,649999.0,,649999
57385,500000.0,295000.0,205000
57386,209900.0,124000.0,85900
57387,549000.0,475000.0,74000
57388,1750000.0,1000000.0,750000
57389,259000.0,65000.0,194000
57390,1050000.0,,1050000
57391,395000.0,,395000
57392,350000.0,286000.0,64000
57393,462587.0,,462587
57394,365000.0,245000.0,120000
57395,735000.0,620000.0,115000
57396,850000.0,,850000
57397,899999.0,410000.0,489999
57398,185000.0,,185000
57399,165000.0,,165000
57400,618000.0,,618000
57401,829000.0,775000.0,54000
57402,799999.0,573500.0,226499
57403,2595000.0,,2595000
57404,819000.0,436500.0,382500
57405,530000.0,285000.0,245000
57406,450000.0,384563.0,65437
57407,699000.0,,699000
57408,485000.0,355000.0,130000
57409,315000.0,150000.0,165000
57410,1100000.0,850000.0,250000
57411,850000.0,720000.0,130000
57412,350000.0,110000.0,240000
57413,365950.0,34500.0,331450
57414,2395000.0,1468000.0,927000
57415,529000.0,385000.0,144000
57416,1800000.0,55000.0,1745000
57417,995000.0,551000.0,444000
57418,657750.0,,657750
57419,319000.0,,319000
57420,540000.0,,540000
57421,239000.0,215000.0,24000
57422,799000.0,455000.0,344000
57423,335000.0,,335000
57424,412000.0,240000.0,172000
57425,407999.0,,407999
57426,969000.0,855000.0,114000
57427,185000.0,150000.0,35000
57428,668888.0,340000.0,328888
57429,725000.0,325000.0,400000
57430,475000.0,346000.0,129000
57431,240000.0,,240000
57432,989000.0,749155.0,239845
57433,629900.0,,629900
57434,928000.0,671000.0,257000
57435,2295000.0,1035000.0,1260000
57436,2500000.0,2000000.0,500000
57437,319000.0,163000.0,156000
57438,650000.0,,650000
57439,999999.0,,999999
57440,770000.0,535000.0,235000
57441,119000.0,,119000
57442,1825000.0,,1825000
57443,450000.0,255000.0,195000
57444,718000.0,600000.0,118000
57445,519999.0,457000.0,62999
57446,510000.0,182000.0,328000
57447,285000.0,78000.0,207000
57448,120000.0,165000.0,-45000
57449,315000.0,,315000
57450,106000.0,,106000
57451,710000.0,560000.0,150000
57452,410000.0,,410000
57453,625000.0,,625000
57454,585000.0,436000.0,149000
57455,489900.0,,489900
57456,630000.0,,630000
57457,259900.0,136500.0,123400
57458,640000.0,420000.0,220000
57459,379000.0,,379000
57460,1188000.0,415000.0,773000
57461,530000.0,205500.0,324500
57462,980000.0,845000.0,135000
57463,724500.0,435000.0,289500
57464,2728000.0,949000.0,1779000
57465,220000.0,90000.0,130000
57466,3250000.0,3025000.0,225000
57467,539000.0,480000.0,59000
57468,1050000.0,635000.0,415000
57469,1260000.0,291000.0,969000
57470,998000.0,815000.0,183000
57471,679000.0,142500.0,536500
57472,1798000.0,,1798000
57473,229000.0,,229000
57474,525000.0,,525000
57475,374999.0,,374999
57476,359900.0,,359900
57477,390000.0,415000.0,-25000
57478,1450000.0,1100000.0,350000
57479,799000.0,375000.0,424000
57480,769900.0,500000.0,269900
57481,699900.0,335000.0,364900
57482,689000.0,180000.0,509000
57483,499950.0,510000.0,-10050
57484,2699000.0,2150000.0,549000
57485,1680000.0,1285000.0,395000
57486,349900.0,172000.0,177900
57487,315000.0,,315000
57488,629900.0,,629900
57489,1200000.0,700000.0,500000
57490,685000.0,,685000
57491,949000.0,,949000
57492,485000.0,,485000
57493,995000.0,860000.0,135000
57494,689000.0,,689000
57495,359000.0,,359000
57496,1249950.0,620000.0,629950
57497,699999.0,510000.0,189999
57498,550000.0,,550000
57499,301500.0,231500.0,70000
57500,679000.0,529000.0,150000
57501,425000.0,157500.0,267500
57502,305000.0,96500.0,208500
57503,370000.0,168000.0,202000
57504,179900.0,90000.0,89900
57505,1849000.0,1000000.0,849000
57506,4100000.0,3100000.0,1000000
57507,1150000.0,2274000.0,-1124000
57508,255000.0,,255000
57509,1100000.0,160000.0,940000
57510,899000.0,,899000
57511,620000.0,285500.0,334500
57512,569000.0,440000.0,129000
57513,268000.0,,268000
57514,229990.0,50000.0,179990
57515,779000.0,,779000
57516,629000.0,525000.0,104000
57517,1595000.0,1160000.0,435000
57518,827500.0,,827500
57519,630000.0,,630000
57520,414900.0,298000.0,116900
57521,324999.0,145000.0,179999
57522,675000.0,,675000
57523,479000.0,,479000
57524,325000.0,143000.0,182000
57525,1550000.0,1268000.0,282000
57526,799000.0,475000.0,324000
57527,825000.0,,825000
57528,899000.0,,899000
57529,300000.0,,300000
57530,345000.0,,345000
57531,629000.0,365000.0,264000
57532,624900.0,500000.0,124900
57533,575000.0,,575000
57534,675000.0,532000.0,143000
57535,185000.0,163000.0,22000
57536,509000.0,,509000
57537,370000.0,,370000
57538,325000.0,242000.0,83000
57539,700000.0,,700000
57540,368000.0,,368000
57541,550000.0,175000.0,375000
57542,365000.0,299000.0,66000
57543,1250000.0,560000.0,690000
57544,759000.0,155000.0,604000
57545,795000.0,,795000
57546,590000.0,504000.0,86000
57547,609500.0,,609500
57548,1475000.0,,1475000
57549,499000.0,350100.0,148900
57550,685000.0,,685000
57551,394900.0,189000.0,205900
57552,239500.0,95000.0,144500
57553,529950.0,339500.0,190450
57554,579000.0,340000.0,239000
57555,289000.0,,289000
57556,269000.0,55000.0,214000
57557,1348000.0,,1348000
57558,449000.0,300000.0,149000
57559,434900.0,25000.0,409900
57560,612000.0,,612000
57561,349500.0,320000.0,29500
57562,1475000.0,,1475000
57563,549000.0,514500.0,34500
57564,1039000.0,,1039000
57565,260000.0,,260000
57566,370000.0,,370000
57567,849000.0,585000.0,264000
57568,75000.0,,75000
57569,1875000.0,1600000.0,275000
57570,424950.0,230000.0,194950
57571,499000.0,479000.0,20000
57572,569900.0,421000.0,148900
57573,1295000.0,819000.0,476000
57574,1199000.0,1037500.0,161500
57575,745000.0,,745000
57576,769000.0,629900.0,139100
57577,989000.0,285000.0,704000
57578,469000.0,,469000
57579,429500.0,420000.0,9500
57580,829900.0,297000.0,532900
57581,500000.0,200000.0,300000
57582,290000.0,,290000
57583,699000.0,603000.0,96000
57584,356200.0,280000.0,76200
57585,1250000.0,898000.0,352000
57586,380000.0,127000.0,253000
57587,839900.0,,839900
57588,159900.0,22500.0,137400
57589,1495000.0,1100000.0,395000
57590,479999.0,,479999
57591,700000.0,560000.0,140000
57592,569900.0,329000.0,240900
57593,470000.0,79000.0,391000
57594,595000.0,125000.0,470000
57595,798000.0,788000.0,10000
57596,695000.0,545000.0,150000
57597,689000.0,399000.0,290000
57598,1247000.0,1150000.0,97000
57599,385000.0,310000.0,75000
57600,550000.0,,550000
57601,699000.0,475000.0,224000
57602,779000.0,492000.0,287000
57603,460000.0,131000.0,329000
57604,875000.0,549000.0,326000
57605,838000.0,396000.0,442000
57606,389900.0,211000.0,178900
57607,340000.0,,340000
57608,998000.0,685000.0,313000
57609,320000.0,,320000
57610,2990000.0,2700000.0,290000
57611,1600000.0,1175000.0,425000
57612,539000.0,,539000
57613,425000.0,,425000
57614,655000.0,190000.0,465000
57615,988000.0,165000.0,823000
57616,435000.0,160000.0,275000
57617,575000.0,552000.0,23000
57618,299999.0,70000.0,229999
57619,465000.0,,465000
57620,1359000.0,1215000.0,144000
57621,360000.0,209000.0,151000
57622,377000.0,250000.0,127000
57623,1590000.0,1450000.0,140000
57624,315000.0,240000.0,75000
57625,229000.0,,229000
57626,460000.0,,460000
57627,349900.0,70000.0,279900
57628,485000.0,295000.0,190000
57629,590000.0,,590000
57630,749999.0,565000.0,184999
57631,799000.0,,799000
57632,799000.0,,799000
57633,760000.0,540000.0,220000
57634,989000.0,,989000
57635,705000.0,,705000
57636,159000.0,115000.0,44000
57637,390000.0,63000.0,327000
57638,640000.0,525000.0,115000
57639,381000.0,,381000
57640,318000.0,,318000
57641,735000.0,668000.0,67000
57642,750000.0,515000.0,235000
57643,1348000.0,875000.0,473000
57644,440000.0,390000.0,50000
57645,1335000.0,,1335000
57646,1490000.0,,1490000
57647,719900.0,,719900
57648,1550000.0,915000.0,635000
57649,425000.0,215000.0,210000
57650,670000.0,305000.0,365000
57651,645888.0,535000.0,110888
57652,352000.0,,352000
57653,614900.0,,614900
57654,625000.0,,625000
57655,499000.0,,499000
57656,975000.0,400000.0,575000
57657,629000.0,,629000
57658,420000.0,,420000
57659,956900.0,923000.0,33900
57660,709000.0,548000.0,161000
57661,255000.0,,255000
57662,1799500.0,1031000.0,768500
57663,525000.0,,525000
57664,499900.0,210000.0,289900
57665,949000.0,540000.0,409000
57666,1095000.0,,1095000
57667,359000.0,,359000
57668,266000.0,93000.0,173000
57669,669999.0,310000.0,359999
57670,590000.0,230000.0,360000
57671,364900.0,178000.0,186900
57672,925000.0,750000.0,175000
57673,1499000.0,190000.0,1309000
57674,749000.0,,749000
57675,1375000.0,,1375000
57676,999999.0,,999999
57677,825000.0,,825000
57678,144900.0,,144900
57679,859000.0,605500.0,253500
57680,699000.0,630000.0,69000
57681,760000.0,410000.0,350000
57682,409999.0,275000.0,134999
57683,2650000.0,1900000.0,750000
57684,529990.0,,529990
57685,650000.0,450000.0,200000
57686,620000.0,574000.0,46000
57687,524000.0,312500.0,211500
57688,180000.0,,180000
57689,409999.0,,409999
57690,769000.0,550000.0,219000
57691,431900.0,,431900
57692,425000.0,,425000
57693,1049000.0,650000.0,399000
57694,500000.0,250000.0,250000
57695,489950.0,,489950
57696,499000.0,360000.0,139000
57697,255000.0,,255000
57698,320000.0,90000.0,230000
57699,215000.0,215000.0,0
57700,560000.0,10000.0,550000
57701,1649000.0,1050000.0,599000
57702,585000.0,,585000
57703,419900.0,,419900
57704,799000.0,650000.0,149000
57705,645000.0,532000.0,113000
57706,1649888.0,1150000.0,499888
57707,325000.0,180000.0,145000
57708,969000.0,921000.0,48000
57709,829950.0,,829950
57710,463000.0,,463000
57711,445000.0,446000.0,-1000
57712,476000.0,,476000
57713,225000.0,,225000
57714,995000.0,,995000
57715,249500.0,140000.0,109500
57716,949000.0,496000.0,453000
57717,324000.0,,324000
57718,795000.0,,795000
57719,1790000.0,1199000.0,591000
57720,1150000.0,25000.0,1125000
57721,728000.0,620500.0,107500
57722,847900.0,,847900
57723,225000.0,,225000
57724,370000.0,380000.0,-10000
57725,499000.0,,499000
57726,868950.0,560000.0,308950
57727,1449000.0,999000.0,450000
57728,999500.0,610000.0,389500
57729,1650000.0,250000.0,1400000
57730,375000.0,304000.0,71000
57731,1000000.0,,1000000
57732,698888.0,,698888
57733,1300000.0,,1300000
57734,1650000.0,1360000.0,290000
57735,895000.0,655100.0,239900
57736,589000.0,,589000
57737,430000.0,430000.0,0
57738,949000.0,965000.0,-16000
57739,180000.0,,180000
57740,735000.0,142500.0,592500
57741,767000.0,2400.0,764600
57742,950000.0,,950000
57743,393000.0,340000.0,53000
57744,699000.0,,699000
57745,949000.0,1000000.0,-51000
57746,599000.0,300000.0,299000
57747,599000.0,53000.0,546000
57748,788000.0,,788000
57749,369000.0,,369000
57750,3750000.0,,3750000
57751,569900.0,505000.0,64900
57752,1599900.0,,1599900
57753,2150000.0,1050000.0,1100000
57754,630000.0,499000.0,131000
57755,689000.0,,689000
57756,1119000.0,925000.0,194000
57757,689000.0,17500.0,671500
57758,2998000.0,875000.0,2123000
57759,425000.0,172000.0,253000
57760,379900.0,370000.0,9900
57761,499900.0,225000.0,274900
57762,479000.0,175000.0,304000
57763,999000.0,,999000
57764,2288000.0,1468000.0,820000
57765,799000.0,490500.0,308500
57766,1360000.0,,1360000
57767,699000.0,375000.0,324000
57768,905000.0,560000.0,345000
57769,419900.0,360000.0,59900
57770,219000.0,212000.0,7000
57771,585000.0,428000.0,157000
57772,850000.0,,850000
57773,669900.0,480000.0,189900
57774,349000.0,,349000
57775,1299999.0,825000.0,474999
57776,650000.0,369500.0,280500
57777,450000.0,,450000
57778,415000.0,,415000
57779,199000.0,,199000
57780,159900.0,40000.0,119900
57781,169000.0,,169000
57782,279000.0,,279000
57783,1995000.0,,1995000
57784,700000.0,310000.0,390000
57785,1175000.0,,1175000
57786,779900.0,500.0,779400
57787,1199000.0,448004.0,750996
57788,185000.0,115000.0,70000
57789,260000.0,186000.0,74000
57790,209000.0,179000.0,30000
57791,1295000.0,1200000.0,95000
57792,430000.0,,430000
57793,735000.0,37500.0,697500
57794,999999.0,675000.0,324999
57795,400000.0,400000.0,0
57796,888000.0,,888000
57797,2549000.0,,2549000
57798,875000.0,407500.0,467500
57799,243000.0,,243000
57800,849888.0,,849888
57801,470000.0,190000.0,280000
57802,3395000.0,,3395000
57803,519000.0,,519000
57804,1550000.0,440000.0,1110000
57805,758000.0,,758000
57806,537000.0,,537000
57807,1200000.0,,1200000
57808,265000.0,,265000
57809,1273000.0,1225000.0,48000
57810,729900.0,257500.0,472400
57811,669990.0,,669990
57812,424900.0,375000.0,49900
57813,299000.0,,299000
57814,329900.0,195000.0,134900
57815,769000.0,,769000
57816,635000.0,380000.0,255000
57817,998000.0,810000.0,188000
57818,1199500.0,415000.0,784500
57819,399000.0,379500.0,19500
57820,830000.0,480000.0,350000
57821,694900.0,392000.0,302900
57822,1799900.0,1295000.0,504900
57823,340000.0,,340000
57824,775000.0,504000.0,271000
57825,264900.0,,264900
57826,949950.0,,949950
57827,529000.0,,529000
57828,587000.0,327000.0,260000
57829,1479000.0,,1479000
57830,1200000.0,440000.0,760000
57831,1095000.0,,1095000
57832,1295000.0,1000000.0,295000
57833,395300.0,369896.0,25404
57834,156000.0,135000.0,21000
57835,400000.0,209000.0,191000
57836,2299000.0,,2299000
57837,1289000.0,1175000.0,114000
57838,799000.0,,799000
57839,995000.0,,995000
57840,305000.0,265000.0,40000
57841,425000.0,282000.0,143000
57842,420000.0,306000.0,114000
57843,3300000.0,2850000.0,450000
57844,950000.0,,950000
57845,859000.0,460000.0,399000
57846,408000.0,315000.0,93000
57847,0.0,,0
57848,785000.0,665000.0,120000
57849,949900.0,,949900
57850,655000.0,,655000
57851,1100000.0,,1100000
57852,1288000.0,,1288000
57853,330000.0,175000.0,155000
57854,549900.0,486162.0,63738
57855,429500.0,399500.0,30000
57856,1165000.0,,1165000
57857,415000.0,262000.0,153000
57858,955000.0,,955000
57859,932800.0,,932800
57860,375000.0,,375000
57861,195000.0,75000.0,120000
57862,309500.0,240000.0,69500
57863,469900.0,225000.0,244900
57864,1279000.0,,1279000
57865,190000.0,155000.0,35000
57866,848000.0,,848000
57867,1249000.0,638000.0,611000
57868,389900.0,150000.0,239900
57869,571500.0,260000.0,311500
57870,225000.0,,225000
57871,995000.0,,995000
57872,550000.0,360000.0,190000
57873,595000.0,,595000
57874,580000.0,289000.0,291000
57875,2325000.0,,2325000
57876,474900.0,301000.0,173900
57877,775000.0,,775000
57878,589000.0,,589000
57879,399000.0,200000.0,199000
57880,925000.0,,925000
57881,355000.0,73000.0,282000
57882,350000.0,,350000
57883,899000.0,264500.0,634500
57884,200000.0,40000.0,160000
57885,928888.0,775000.0,153888
57886,409000.0,275000.0,134000
57887,1600000.0,,1600000
57888,1295000.0,,1295000
57889,475000.0,,475000
57890,650000.0,390000.0,260000
57891,388000.0,,388000
57892,8795000.0,8795000.0,0
57893,719998.0,,719998
57894,1299000.0,799090.0,499910
57895,687999.0,400000.0,287999
57896,211900.0,430000.0,-218100
57897,265000.0,99000.0,166000
57898,419000.0,307000.0,112000
57899,3450000.0,2267500.0,1182500
57900,525000.0,,525000
57901,1750000.0,1700000.0,50000
57902,449000.0,400000.0,49000
57903,1150000.0,810000.0,340000
57904,284950.0,225500.0,59450
57905,1699000.0,,1699000
57906,449900.0,,449900
57907,1029000.0,860000.0,169000
57908,325000.0,325000.0,0
57909,490000.0,360000.0,130000
57910,624999.0,,624999
57911,499000.0,369000.0,130000
57912,685000.0,,685000
57913,569000.0,469000.0,100000
57914,680000.0,598000.0,82000
57915,1038888.0,174000.0,864888
57916,600000.0,38500.0,561500
57917,3199888.0,,3199888
57918,1190000.0,925000.0,265000
57919,575000.0,380000.0,195000
57920,1250000.0,,1250000
57921,950000.0,525000.0,425000
57922,1000000.0,298000.0,702000
57923,850000.0,,850000
57924,288000.0,128000.0,160000
57925,415000.0,365000.0,50000
57926,998000.0,480000.0,518000
57927,1299000.0,939000.0,360000
57928,649000.0,520000.0,129000
57929,1155000.0,,1155000
57930,539000.0,880000.0,-341000
57931,1099000.0,,1099000
57932,650000.0,,650000
57933,1998000.0,1580000.0,418000
57934,1150000.0,,1150000
57935,275000.0,94500.0,180500
57936,239990.0,74000.0,165990
57937,459000.0,459000.0,0
57938,6599000.0,4464000.0,2135000
57939,355000.0,230000.0,125000
57940,1145000.0,275000.0,870000
57941,949000.0,745000.0,204000
57942,699900.0,243000.0,456900
57943,325000.0,,325000
57944,570000.0,,570000
57945,699000.0,120000.0,579000
57946,514000.0,,514000
57947,1799000.0,1250012.0,548988
57948,289900.0,160500.0,129400
57949,510000.0,,510000
57950,595000.0,450000.0,145000
57951,2900000.0,2450000.0,450000
57952,439900.0,255000.0,184900
57953,618000.0,535000.0,83000
57954,350000.0,285000.0,65000
57955,499000.0,,499000
57956,530000.0,,530000
57957,259900.0,,259900
57958,139950.0,15500.0,124450
57959,648000.0,,648000
57960,999995.0,815000.0,184995
57961,420000.0,,420000
57962,315000.0,155000.0,160000
57963,1039000.0,,1039000
57964,465000.0,,465000
57965,535000.0,,535000
57966,280000.0,285000.0,-5000
57967,3250000.0,3050000.0,200000
57968,850000.0,365000.0,485000
57969,996000.0,896000.0,100000
57970,358000.0,316500.0,41500
57971,1149000.0,,1149000
57972,310000.0,250000.0,60000
57973,1088000.0,,1088000
57974,1277000.0,1095000.0,182000
57975,579000.0,,579000
57976,849000.0,430000.0,419000
57977,1499000.0,925000.0,574000
57978,899000.0,,899000
57979,470000.0,484000.0,-14000
57980,309950.0,268000.0,41950
57981,399500.0,,399500
57982,645000.0,310000.0,335000
57983,579000.0,,579000
57984,644900.0,,644900
57985,339900.0,229000.0,110900
57986,4595000.0,3000000.0,1595000
57987,900000.0,,900000
57988,449000.0,,449000
57989,165000.0,125000.0,40000
57990,399000.0,160000.0,239000
57991,79900.0,115000.0,-35100
57992,1999000.0,675000.0,1324000
57993,299000.0,,299000
57994,789000.0,,789000
57995,499900.0,352000.0,147900
57996,1670000.0,1550000.0,120000
57997,849900.0,,849900
57998,305000.0,125000.0,180000
57999,399000.0,290000.0,109000
58000,1769000.0,160000.0,1609000
58001,474900.0,464000.0,10900
58002,1199000.0,49174.0,1149826
58003,340000.0,145000.0,195000
58004,590000.0,100000.0,490000
58005,625000.0,,625000
58006,139990.0,,139990
58007,500000.0,342000.0,158000
58008,609000.0,228000.0,381000
58009,799000.0,695000.0,104000
58010,499950.0,83000.0,416950
58011,449900.0,460000.0,-10100
58012,750000.0,374500.0,375500
58013,549999.0,,549999
58014,289000.0,179000.0,110000
58015,325000.0,142500.0,182500
58016,450000.0,225000.0,225000
58017,150000.0,,150000
58018,1680000.0,,1680000
58019,849700.0,,849700
58020,4495000.0,,4495000
58021,1100000.0,,1100000
58022,1599000.0,701500.0,897500
58023,720000.0,486000.0,234000
58024,235000.0,,235000
58025,759000.0,570000.0,189000
58026,3395000.0,1125000.0,2270000
58027,3249000.0,2550000.0,699000
58028,629000.0,525000.0,104000
58029,377000.0,,377000
58030,649900.0,,649900
58031,225000.0,,225000
58032,207000.0,,207000
58033,818000.0,,818000
58034,498000.0,195000.0,303000
58035,215800.0,,215800
58036,1276000.0,,1276000
58037,249900.0,250000.0,-100
58038,739900.0,,739900
58039,640000.0,495000.0,145000
58040,458000.0,310000.0,148000
58041,1375000.0,1057000.0,318000
58042,850000.0,,850000
58043,449000.0,219500.0,229500
58044,249990.0,103000.0,146990
58045,979000.0,,979000
58046,199000.0,,199000
58047,1169000.0,,1169000
58048,295000.0,185000.0,110000
58049,1299999.0,,1299999
58050,159000.0,,159000
58051,1375000.0,1350000.0,25000
58052,99000.0,,99000
58053,799995.0,605000.0,194995
58054,429900.0,352000.0,77900
58055,550000.0,,550000
58056,1899000.0,425000.0,1474000
58057,490000.0,355000.0,135000
58058,615000.0,,615000
58059,447900.0,356000.0,91900
58060,748000.0,295000.0,453000
58061,975000.0,800000.0,175000
58062,1199000.0,840000.0,359000
58063,1185000.0,,1185000
58064,759900.0,,759900
58065,415000.0,,415000
58066,2049000.0,,2049000
58067,3395000.0,1760000.0,1635000
58068,560000.0,425000.0,135000
58069,899000.0,499000.0,400000
58070,1249000.0,,1249000
58071,569900.0,393000.0,176900
58072,729500.0,,729500
58073,390000.0,410000.0,-20000
58074,1650000.0,,1650000
58075,1099000.0,,1099000
58076,305000.0,187500.0,117500
58077,2288000.0,400000.0,1888000
58078,579990.0,,579990
58079,327900.0,,327900
58080,520000.0,,520000
58081,599000.0,,599000
58082,470000.0,319000.0,151000
58083,1199000.0,,1199000
58084,395000.0,,395000
58085,1395000.0,1263000.0,132000
58086,1525000.0,1445000.0,80000
58087,314950.0,,314950
58088,276000.0,,276000
58089,825000.0,60000.0,765000
58090,315000.0,236500.0,78500
58091,509000.0,,509000
58092,240000.0,69000.0,171000
58093,1599000.0,,1599000
58094,410000.0,375000.0,35000
58095,749000.0,,749000
58096,650000.0,,650000
58097,499900.0,120000.0,379900
58098,618000.0,,618000
58099,2795000.0,2475000.0,320000
58100,1325000.0,,1325000
58101,419395.0,340000.0,79395
58102,790000.0,4500.0,785500
58103,449000.0,329000.0,120000
58104,150000.0,,150000
58105,180000.0,,180000
58106,659000.0,490000.0,169000
58107,1298000.0,1210000.0,88000
58108,450000.0,,450000
58109,256500.0,217000.0,39500
58110,699000.0,700000.0,-1000
58111,300000.0,130000.0,170000
58112,340000.0,297000.0,43000
58113,999900.0,250000.0,749900
58114,4000.0,,4000
58115,435000.0,223000.0,212000
58116,450000.0,,450000
58117,349000.0,,349000
58118,625000.0,435000.0,190000
58119,578990.0,,578990
58120,445990.0,,445990
58121,599000.0,365000.0,234000
58122,279000.0,244000.0,35000
58123,995000.0,948000.0,47000
58124,1595000.0,1385000.0,210000
58125,290000.0,,290000
58126,305000.0,249500.0,55500
58127,308888.0,,308888
58128,438000.0,250000.0,188000
58129,600000.0,585000.0,15000
58130,999000.0,,999000
58131,889000.0,,889000
58132,464000.0,190500.0,273500
58133,230000.0,,230000
58134,399000.0,,399000
58135,3500000.0,,3500000
58136,210000.0,265000.0,-55000
58137,1099000.0,850000.0,249000
58138,180000.0,38500.0,141500
58139,415000.0,399000.0,16000
58140,330000.0,222000.0,108000
58141,179000.0,150000.0,29000
58142,4000.0,,4000
58143,495000.0,283000.0,212000
58144,838000.0,350000.0,488000
58145,598000.0,440000.0,158000
58146,869000.0,,869000
58147,1299999.0,,1299999
58148,549000.0,158800.0,390200
58149,818000.0,,818000
58150,542500.0,291000.0,251500
58151,124500.0,113000.0,11500
58152,349900.0,250000.0,99900
58153,1299000.0,650000.0,649000
58154,489000.0,,489000
58155,3000.0,,3000
58156,965000.0,955000.0,10000
58157,1499000.0,175500.0,1323500
58158,539000.0,390000.0,149000
58159,160000.0,,160000
58160,425000.0,320000.0,105000
58161,374900.0,69900.0,305000
58162,1079000.0,480000.0,599000
58163,305000.0,205000.0,100000
58164,714900.0,,714900
58165,1080000.0,575000.0,505000
58166,749000.0,440000.0,309000
58167,720000.0,,720000
58168,325000.0,51500.0,273500
58169,385000.0,138500.0,246500
58170,155000.0,141500.0,13500
58171,469950.0,91500.0,378450
58172,394900.0,,394900
58173,165000.0,,165000
58174,899900.0,525000.0,374900
58175,780000.0,725000.0,55000
58176,935000.0,510000.0,425000
58177,2498000.0,,2498000
58178,488800.0,255000.0,233800
58179,450000.0,133000.0,317000
58180,759900.0,,759900
58181,419000.0,240000.0,179000
58182,17995000.0,3900000.0,14095000
58183,888000.0,629000.0,259000
58184,889000.0,,889000
58185,939000.0,541000.0,398000
58186,860000.0,510000.0,350000
58187,510000.0,205500.0,304500
58188,315900.0,,315900
58189,1160000.0,,1160000
58190,775000.0,685000.0,90000
58191,3295000.0,,3295000
58192,1690000.0,894500.0,795500
58193,332000.0,253000.0,79000
58194,170000.0,100000.0,70000
58195,350000.0,,350000
58196,265000.0,167301.0,97699
58197,249000.0,,249000
58198,335950.0,165000.0,170950
58199,449900.0,,449900
58200,549900.0,,549900
58201,520000.0,191000.0,329000
58202,329900.0,250000.0,79900
58203,105000.0,,105000
58204,775000.0,325000.0,450000
58205,475000.0,455000.0,20000
58206,625000.0,,625000
58207,1700000.0,,1700000
58208,749000.0,,749000
58209,350000.0,93000.0,257000
58210,779000.0,,779000
58211,575000.0,,575000
58212,314900.0,,314900
58213,475000.0,340000.0,135000
58214,579000.0,,579000
58215,979000.0,140000.0,839000
58216,729900.0,595500.0,134400
58217,342000.0,308000.0,34000
58218,5995000.0,2300000.0,3695000
58219,6980000.0,,6980000
58220,239900.0,185000.0,54900
58221,788000.0,,788000
58222,1488000.0,,1488000
58223,389000.0,402500.0,-13500
58224,485000.0,220000.0,265000
58225,679000.0,480000.0,199000
